Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04011879051115999,0.04477532045364915,0.0355814720258135,0.0376117117702961,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04059653633494499,0.04202889075605006,0.037611700558020086,0.04155205190181732,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04202890568137851,0.04286521012363471,0.03773092196255749,0.0383278913795948,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03844708287271684,0.039402598367482236,0.036297635890155173,0.03820866346359253,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820867589322714,0.03844709537991151,0.03785012944181485,0.03808854892849922,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808854262871827,0.038208669573577395,0.036297641694545746,0.036297641694545746,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629764122502475,0.03725315344413374,0.03629764122502475,0.037014733999967575,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03629763786942108,0.03725315000019595,0.03307437931676543,0.03414910286664963,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367136882899667,0.03534305916414711,0.03343203033325366,0.034865301102399826,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03534303390111559,0.03773090357327545,0.03486527618086724,0.036775391548871994,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737236140033503,0.03820866552766969,0.03641776478313528,0.037850119173526764,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038088550437472196,0.03820867740695925,0.03653698414564133,0.03653698414564133,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.037253155948613025,0.03749157882490198,0.03462595065591001,0.03510370850563049,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510371909376824,0.03605923166532093,0.03414911861963325,0.034746088087558746,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03486527856991794,0.03916326048849713,0.03486527856991794,0.037730906158685684,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038208679242251124,0.04011879209144816,0.038208679242251124,0.03988037258386612,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04059654909658844,0.04226824239951497,0.036059227121429636,0.04011879116296768,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.039163263471921665,0.039641021261302284,0.037253151243614044,0.037969328463077545,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.039163275945201824,0.03964103388674562,0.0374915860306471,0.038566309958696365,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.038208679242251124,0.04059655003612581,0.03773092129757347,0.03988037258386612,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04059654909658844,0.04107430703020921,0.037969339926420397,0.04011879116296768,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04107430338290805,0.04286520456979152,0.038686432856333795,0.04202890023589134,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04823791722636723,0.05014894546474254,0.044297564808887566,0.045372288674116135,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.047283320187443745,0.04871567851414547,0.04322284052127843,0.04393993690609932,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.044417692307715737,0.045850047136250016,0.04155206372118236,0.04190969467163086,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.042984410943522754,0.04393992661310804,0.04011878286406909,0.04214902222156525,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04202889739628425,0.04226823579041762,0.04107430060779658,0.04179047793149948,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04202889425513681,0.04202889425513681,0.03868642735121572,0.038924846798181534,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.04083496596448725,0.04107430438060463,0.0377309179904254,0.03808854892849922,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03844709934655922,0.040357212225402554,0.03844709934655922,0.04023800417780876,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03916326666200147,0.04202889470249269,0.03844708938420109,0.04083495959639549,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04071575213328137,0.042745991490777534,0.04071575213328137,0.04214902222156525,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04274599968869596,0.04274599968869596,0.040834967983023676,0.041431937366724014,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04071574972256187,0.04143192696769593,0.03964102268218994,0.03964102268218994,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.03988036244460466,0.03988036244460466,0.038208669528004155,0.038924846798181534,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.039880378362423266,0.041074313932358594,0.03964103989064818,0.040596555918455124,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.040834945359843625,0.04131270302157669,0.03892483364188068,0.039283379912376404,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.03964103260963119,0.04035721003412005,0.03856630871620629,0.039521824568510056,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.039641028302057506,0.0405965440505306,0.038686431482962476,0.0399995781481266,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.03988037166090345,0.04131272653227344,0.03988037166090345,0.04011879116296768,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.040954170593277765,0.04107429753799361,0.038924846798181534,0.038924846798181534,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.039163274320948474,0.039163274320948474,0.035820806727782054,0.03653698414564133,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.036297641694545746,0.036536976654982976,0.034865283736388565,0.036297641694545746,60864000,0.0,0.0
1999-03-25 00:00:00-05:00,0.036178422422785406,0.0382086612935238,0.03605921101694717,0.036775391548871994,40320000,0.0,0.0
1999-03-26 00:00:00-05:00,0.037253157860252836,0.04011878617629405,0.037253157860252836,0.0399995781481266,88272000,0.0,0.0
1999-03-29 00:00:00-05:00,0.041193507611751556,0.04214901981058624,0.0404773269490861,0.041193507611751556,65952000,0.0,0.0
1999-03-30 00:00:00-05:00,0.04131271091235915,0.0416712572513377,0.037491571233714015,0.037730906158685684,69504000,0.0,0.0
